interaction_name,pathway_name,uniprot_ligand,uniprot_receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version,unique_int
Glutamate-Glu-SLC1A1_GLS2_GRIA3,Glutamate,P43005_Q9UI32,P42263,,,,,Non-protein Signaling,Glu-(SLC1A1+GLS2) - GRIA3,PMID: 24155668;PMID: 14612154,TRUE,"GLS2, SLC1A1","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Synapse, Late endosome membrane, Early endosome membrane, Synaptosome, Apical cell membrane, Recycling endosome membrane, Cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Disease variant, Sodium, Schizophrenia, Metal-binding, Transmembrane helix, Synaptosome, Cell membrane, Phosphoprotein, Transport, Synapse, Endosome",,TRUE,GRIA3,Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,P43005_Q9UI32_P42263
Glutamate-Glu-SLC1A2_GLS2_GRIA3,Glutamate,P43004_Q9UI32,P42263,,,,,Non-protein Signaling,Glu-(SLC1A2+GLS2) - GRIA3,PMID: 24155668;PMID: 14612154,TRUE,"GLS2, SLC1A2","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Disease variant, Sodium, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Epilepsy, Phosphoprotein, Transport, Palmitate",,TRUE,GRIA3,Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,P43004_Q9UI32_P42263
Glutamate-Glu-SLC1A3_GLS2_GRIA3,Glutamate,P43003_Q9UI32,P42263,,,,,Non-protein Signaling,Glu-(SLC1A3+GLS2) - GRIA3,PMID: 24155668;PMID: 14612154,TRUE,"GLS2, SLC1A3","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Chloride, Amino-acid transport, Potassium, Symport, Glycoprotein, Disease variant, Sodium, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Transport",,TRUE,GRIA3,Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,P43003_Q9UI32_P42263
Glutamate-Glu-SLC1A6_GLS2_GRIA3,Glutamate,P48664_Q9UI32,P42263,,,,,Non-protein Signaling,Glu-(SLC1A6+GLS2) - GRIA3,PMID: 24155668;PMID: 14612154,TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat",,TRUE,GRIA3,Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,P48664_Q9UI32_P42263
Glutamate-Glu-SLC1A7_GLS2_GRIA3,Glutamate,O00341_Q9UI32,P42263,,,,,Non-protein Signaling,Glu-(SLC1A7+GLS2) - GRIA3,PMID: 24155668;PMID: 14612154,TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein",,TRUE,GRIA3,Glutamate-gated ion channel (TC 1.A.10.1),"Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,O00341_Q9UI32_P42263
Glutamate-Glu-SLC17A6_GLS_GRIA4,Glutamate,O94925_Q9P2U8,P48058,,,,,Non-protein Signaling,Glu-(SLC17A6+GLS) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"SLC17A6, GLS","Major facilitator superfamily, Sodium/anion cotransporter, Glutaminase","Synaptic vesicle membrane, Synaptosome, Synapse, Cytoplasmic vesicle, Secretory vesicle, Cell membrane, Cytoplasm, Mitochondrion, Cytosol","Chloride channel, Membrane, Transmembrane, Ion channel, Phosphate transport, Chloride, Cytoplasmic vesicle, Symport, Ion transport, Glycoprotein, Sodium transport, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Synaptosome, Transport, Synapse, Neurotransmitter transport, Antiport, Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat",,FALSE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,O94925_Q9P2U8_P48058
Glutamate-Glu-SLC17A7_GLS_GRIA4,Glutamate,O94925_Q9P2U7,P48058,,,,,Non-protein Signaling,Glu-(SLC17A7+GLS) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"SLC17A7, GLS","Major facilitator superfamily, Sodium/anion cotransporter, Glutaminase","Synapse, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Secretory vesicle, Cell membrane, Cytoplasm, Mitochondrion, Cytosol","Chloride channel, Membrane, Transmembrane, Ion channel, Phosphate transport, Alternative splicing, Chloride, Cytoplasmic vesicle, Symport, Ion transport, Sodium transport, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Synaptosome, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Antiport, Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Epilepsy, Mitochondrion, Direct protein sequencing, Cytoplasm, 3D-structure, Acetylation, Repeat",,FALSE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,O94925_Q9P2U7_P48058
Glutamate-Glu-SLC17A8_GLS_GRIA4,Glutamate,O94925_Q8NDX2,P48058,,,,,Non-protein Signaling,Glu-(SLC17A8+GLS) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"SLC17A8, GLS","Major facilitator superfamily, Sodium/anion cotransporter, Glutaminase","Synapse, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Secretory vesicle, Cell membrane, Cytoplasm, Mitochondrion, Cytosol","Chloride channel, Membrane, Transmembrane, Ion channel, Hearing, Phosphate transport, Alternative splicing, Chloride, Deafness, Cytoplasmic vesicle, Symport, Glycoprotein, Ion transport, Disease variant, Sodium transport, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Synaptosome, Transport, Synapse, Neurotransmitter transport, Non-syndromic deafness, Cataract, Transit peptide, ANK repeat, Hydrolase, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, 3D-structure, Acetylation, Repeat",,FALSE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,O94925_Q8NDX2_P48058
Glutamate-Glu-SLC1A1_GLS_GRIA4,Glutamate,O94925_P43005,P48058,,,,,Non-protein Signaling,Glu-(SLC1A1+GLS) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"GLS, SLC1A1","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Synapse, Late endosome membrane, Early endosome membrane, Synaptosome, Apical cell membrane, Recycling endosome membrane, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Schizophrenia, Metal-binding, Transmembrane helix, Synaptosome, Cell membrane, Transport, Synapse, Endosome",,TRUE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,O94925_P43005_P48058
Glutamate-Glu-SLC1A2_GLS_GRIA4,Glutamate,O94925_P43004,P48058,,,,,Non-protein Signaling,Glu-(SLC1A2+GLS) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"GLS, SLC1A2","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Amino-acid transport, Chloride, Potassium, Symport, Glycoprotein, Sodium, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Transport, Palmitate",,TRUE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,O94925_P43004_P48058
Glutamate-Glu-SLC1A3_GLS_GRIA4,Glutamate,O94925_P43003,P48058,,,,,Non-protein Signaling,Glu-(SLC1A3+GLS) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"GLS, SLC1A3","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Chloride, Amino-acid transport, Potassium, Symport, Glycoprotein, Sodium, Metal-binding, Transmembrane helix, Cell membrane, Transport",,TRUE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,O94925_P43003_P48058
Glutamate-Glu-SLC1A6_GLS_GRIA4,Glutamate,O94925_P48664,P48058,,,,,Non-protein Signaling,Glu-(SLC1A6+GLS) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"SLC1A6, GLS","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Cytoplasm, Mitochondrion, Cytosol","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Epilepsy, Mitochondrion, Direct protein sequencing, Cytoplasm, 3D-structure, Acetylation, Repeat",,TRUE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,O94925_P48664_P48058
Glutamate-Glu-SLC1A7_GLS_GRIA4,Glutamate,O00341_O94925,P48058,,,,,Non-protein Signaling,Glu-(SLC1A7+GLS) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"GLS, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Cytoplasm, Mitochondrion, Cytosol, Photoreceptor inner segment membrane, Synaptic cell membrane","Cataract, Transit peptide, ANK repeat, Disease variant, Hydrolase, Reference proteome, Epilepsy, Mitochondrion, Phosphoprotein, Direct protein sequencing, Cytoplasm, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein",,TRUE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,O00341_O94925_P48058
Glutamate-Glu-SLC17A6_GLS2_GRIA4,Glutamate,Q9P2U8_Q9UI32,P48058,,,,,Non-protein Signaling,Glu-(SLC17A6+GLS2) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"SLC17A6, GLS2","Major facilitator superfamily, Sodium/anion cotransporter, Glutaminase","Synaptic vesicle membrane, Synaptosome, Synapse, Cytoplasmic vesicle, Secretory vesicle, Cell membrane, Mitochondrion","Chloride channel, Membrane, Transmembrane, Ion channel, Phosphate transport, Chloride, Cytoplasmic vesicle, Symport, Ion transport, Glycoprotein, Sodium transport, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Synaptosome, Transport, Synapse, Neurotransmitter transport, Antiport, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat",,FALSE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,Q9P2U8_Q9UI32_P48058
Glutamate-Glu-SLC17A7_GLS2_GRIA4,Glutamate,Q9P2U7_Q9UI32,P48058,,,,,Non-protein Signaling,Glu-(SLC17A7+GLS2) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"SLC17A7, GLS2","Major facilitator superfamily, Sodium/anion cotransporter, Glutaminase","Synapse, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Secretory vesicle, Cell membrane, Mitochondrion","Chloride channel, Membrane, Transmembrane, Ion channel, Phosphate transport, Alternative splicing, Chloride, Cytoplasmic vesicle, Symport, Ion transport, Sodium transport, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Synaptosome, Phosphoprotein, Transport, Synapse, Neurotransmitter transport, Antiport, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat",,FALSE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,Q9P2U7_Q9UI32_P48058
Glutamate-Glu-SLC17A8_GLS2_GRIA4,Glutamate,Q8NDX2_Q9UI32,P48058,,,,,Non-protein Signaling,Glu-(SLC17A8+GLS2) - GRIA4,PMID: 24155668;PMID: 14612154,TRUE,"SLC17A8, GLS2","Major facilitator superfamily, Sodium/anion cotransporter, Glutaminase","Synapse, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Secretory vesicle, Cell membrane, Mitochondrion","Chloride channel, Membrane, Transmembrane, Ion channel, Hearing, Phosphate transport, Alternative splicing, Chloride, Deafness, Cytoplasmic vesicle, Symport, Glycoprotein, Ion transport, Disease variant, Sodium transport, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Synaptosome, Transport, Synapse, Neurotransmitter transport, Non-syndromic deafness, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat",,FALSE,GRIA4,Glutamate-gated ion channel (TC 1.A.10.1),"Dendrite, Postsynaptic cell membrane, Cell projection, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Palmitate",Transporters,Channels;Glutamate;Ligand_gated_ion_channels,,,TRUE,CellChatDB v2,Q8NDX2_Q9UI32_P48058
